,quadrant,left_pupil,right_pupil,gaze_center,nose_end_points,gaze_direction_points,rotation_vector,translation_Vector
155,3rd,"(649, 244)","(775, 243)","(712, 243)","(721, 325)","(1426, 418)","[[-3.07247308]
 [ 0.01655322]
 [ 0.14247852]]","[[1027.03557161]
 [  22.88825136]
 [1518.27442899]]"
156,3rd,"(649, 241)","(775, 240)","(712, 240)","(720, 322)","(1393, 400)","[[-3.07892142]
 [ 0.02094786]
 [ 0.16944663]]","[[1028.49229162]
 [  16.14252337]
 [1523.63040115]]"
157,3rd,"(647, 241)","(773, 240)","(710, 240)","(719, 320)","(1355, 391)","[[-3.07863888]
 [ 0.02551823]
 [ 0.19976709]]","[[1027.57909514]
 [  10.57696742]
 [1528.86498873]]"
158,3rd,"(646, 239)","(772, 238)","(709, 238)","(716, 319)","(1300, 389)","[[-3.07407334]
 [ 0.01715866]
 [ 0.23316421]]","[[1026.46338252]
 [   8.57069895]
 [1540.92397501]]"
159,3rd,"(645, 239)","(772, 238)","(708, 238)","(715, 319)","(1249, 388)","[[-3.06926811]
 [ 0.0279643 ]
 [ 0.27279607]]","[[1028.36888922]
 [   7.84156889]
 [1551.38741019]]"
160,3rd,"(644, 238)","(770, 237)","(707, 237)","(714, 316)","(1301, 373)","[[-3.08294201]
 [ 0.01089719]
 [ 0.22732488]]","[[1023.12818955]
 [   3.62074366]
 [1541.79032385]]"
161,3rd,"(643, 237)","(769, 236)","(706, 236)","(712, 314)","(1285, 366)","[[-3.08254375]
 [ 0.02519984]
 [ 0.23392748]]","[[1023.4857878 ]
 [  -2.69403361]
 [1548.0390566 ]]"
162,3rd,"(641, 236)","(767, 234)","(704, 235)","(709, 312)","(1176, 345)","[[-3.08882736]
 [ 0.0208531 ]
 [ 0.320327  ]]","[[1026.17108097]
 [  -6.39667834]
 [1572.37394255]]"
163,3rd,"(639, 233)","(765, 232)","(702, 232)","(706, 310)","(1111, 346)","[[-3.07488749]
 [ 0.01618039]
 [ 0.37098842]]","[[1024.39483681]
 [ -11.87257028]
 [1585.52439271]]"
164,3rd,"(638, 234)","(764, 232)","(701, 233)","(703, 309)","(1121, 351)","[[-3.07183932]
 [ 0.01353807]
 [ 0.35299212]]","[[1014.42389399]
 [ -12.29403342]
 [1581.31103282]]"
165,3rd,"(633, 230)","(759, 229)","(696, 229)","(699, 305)","(1058, 337)","[[-3.06939626]
 [ 0.00888211]
 [ 0.40450964]]","[[1010.23783629]
 [ -21.09336007]
 [1594.17452184]]"
166,3rd,"(612, 219)","(736, 211)","(674, 215)","(672, 283)","(676, 290)","[[-2.99645664]
 [ 0.02959816]
 [ 0.79513063]]","[[ 959.9357377 ]
 [ -73.48325199]
 [1665.07231153]]"
167,1st,"(603, 216)","(725, 205)","(664, 210)","(656, 275)","(516, 259)","[[-2.95669396]
 [ 0.04244821]
 [ 1.03817211]]","[[ 921.20331271]
 [ -92.71348033]
 [1690.36141185]]"
168,1st,"(598, 216)","(719, 203)","(658, 209)","(647, 273)","(437, 251)","[[-2.9109837 ]
 [ 0.02793431]
 [ 1.18513652]]","[[ 896.19686689]
 [-101.01950776]
 [1702.30797991]]"
169,1st,"(595, 217)","(714, 202)","(654, 209)","(642, 271)","(425, 236)","[[-2.92917007]
 [ 0.03040689]
 [ 1.20116815]]","[[ 882.15585093]
 [-104.71142154]
 [1703.91430115]]"
170,1st,"(592, 219)","(712, 203)","(652, 211)","(638, 273)","(391, 252)","[[-2.87907026]
 [ 0.04052973]
 [ 1.28021379]]","[[ 873.85938605]
 [-102.04404725]
 [1714.97548569]]"
171,1st,"(585, 218)","(711, 203)","(648, 210)","(638, 273)","(433, 257)","[[-2.91451112]
 [ 0.04787982]
 [ 1.15883656]]","[[ 875.62004856]
 [-101.57276489]
 [1708.04612569]]"
172,1st,"(592, 219)","(712, 204)","(652, 211)","(638, 273)","(417, 237)","[[-2.92601661]
 [ 0.02978879]
 [ 1.22040575]]","[[ 880.58086316]
 [-102.80641631]
 [1718.89515245]]"
173,1st,"(593, 221)","(712, 205)","(652, 213)","(639, 277)","(414, 258)","[[-2.90452292]
 [ 0.05055775]
 [ 1.22043154]]","[[ 879.06510876]
 [ -91.97542033]
 [1711.4029628 ]]"
174,1st,"(592, 221)","(712, 206)","(652, 213)","(640, 279)","(432, 268)","[[-2.91080322]
 [ 0.06871033]
 [ 1.17563062]]","[[ 883.58496922]
 [ -87.21280268]
 [1709.68179777]]"
175,1st,"(593, 221)","(712, 207)","(652, 214)","(639, 279)","(414, 266)","[[-2.89618051]
 [ 0.06148237]
 [ 1.22277554]]","[[ 883.21762954]
 [ -88.36325568]
 [1718.57248029]]"
176,1st,"(593, 223)","(712, 207)","(652, 215)","(640, 279)","(424, 262)","[[-2.90702134]
 [ 0.05827355]
 [ 1.21214586]]","[[ 896.06133753]
 [ -90.13699421]
 [1741.02835389]]"
177,1st,"(592, 223)","(711, 207)","(651, 215)","(640, 279)","(437, 262)","[[-2.9194199 ]
 [ 0.06400752]
 [ 1.17556846]]","[[ 895.58232779]
 [ -89.74662869]
 [1735.35581862]]"
178,1st,"(591, 222)","(710, 207)","(650, 214)","(640, 280)","(436, 269)","[[-2.91428318]
 [ 0.06743937]
 [ 1.16798662]]","[[ 888.44735657]
 [ -85.7457262 ]
 [1724.43097616]]"
179,1st,"(595, 222)","(715, 207)","(655, 214)","(641, 280)","(427, 271)","[[-2.90728193]
 [ 0.07731829]
 [ 1.18440158]]","[[ 880.50716461]
 [ -84.00002675]
 [1704.26212403]]"
180,1st,"(609, 220)","(731, 208)","(670, 214)","(661, 278)","(608, 268)","[[-3.00359243]
 [ 0.08292912]
 [ 0.88000898]]","[[ 952.90826539]
 [ -86.58809439]
 [1715.76173381]]"
181,2nd,"(617, 218)","(740, 207)","(678, 212)","(675, 277)","(778, 262)","[[-3.0572796 ]
 [ 0.09239437]
 [ 0.65495658]]","[[ 986.45152056]
 [ -87.53537191]
 [1686.4395183 ]]"
182,2nd,"(624, 216)","(747, 208)","(685, 212)","(686, 276)","(879, 250)","[[-3.08362878]
 [ 0.07838495]
 [ 0.54666567]]","[[1020.29525586]
 [ -90.8765239 ]
 [1684.67085954]]"
183,2nd,"(628, 215)","(752, 208)","(690, 211)","(692, 275)","(965, 241)","[[-3.10119816]
 [ 0.07463566]
 [ 0.46172094]]","[[1027.96475538]
 [ -92.44908482]
 [1662.43876792]]"
184,2nd,"(630, 215)","(754, 208)","(692, 211)","(696, 276)","(1022, 243)","[[-3.10760208]
 [ 0.05839127]
 [ 0.39874288]]","[[1039.86536839]
 [ -89.63616925]
 [1661.19152421]]"
185,2nd,"(630, 214)","(753, 207)","(691, 210)","(696, 274)","(991, 234)","[[-3.1096141 ]
 [ 0.06747883]
 [ 0.43622357]]","[[1044.59833144]
 [ -95.15125386]
 [1669.89063274]]"
186,2nd,"(631, 214)","(754, 208)","(692, 211)","(696, 276)","(981, 250)","[[-3.09319565]
 [ 0.07634665]
 [ 0.44026775]]","[[1052.10610183]
 [ -94.98836325]
 [1683.48983476]]"
187,2nd,"(632, 215)","(755, 208)","(693, 211)","(698, 275)","(1033, 234)","[[-3.11229115]
 [ 0.06173991]
 [ 0.38931889]]","[[1043.72462607]
 [ -95.08115378]
 [1660.30885543]]"
188,2nd,"(630, 214)","(754, 208)","(692, 211)","(696, 276)","(1000, 235)","[[-3.11148691]
 [ 0.05742735]
 [ 0.42832234]]","[[1038.01169652]
 [ -90.86650894]
 [1660.57330236]]"
189,2nd,"(630, 215)","(754, 208)","(692, 211)","(695, 276)","(991, 244)","[[-3.10232507]
 [ 0.05372608]
 [ 0.43329668]]","[[1035.94649187]
 [ -90.02219468]
 [1662.8520785 ]]"
190,2nd,"(629, 216)","(753, 209)","(691, 212)","(695, 278)","(1008, 248)","[[-3.10315853]
 [ 0.06707128]
 [ 0.41736615]]","[[1033.59621349]
 [ -85.87472377]
 [1655.34039782]]"
191,2nd,"(629, 217)","(752, 210)","(690, 213)","(693, 278)","(990, 252)","[[-3.09791624]
 [ 0.05811847]
 [ 0.43261026]]","[[1030.20965785]
 [ -85.64844268]
 [1659.65175098]]"
192,2nd,"(628, 219)","(751, 210)","(689, 214)","(692, 281)","(990, 267)","[[-3.08746671]
 [ 0.05967792]
 [ 0.42950135]]","[[1025.19820182]
 [ -78.76867072]
 [1656.25372966]]"
193,2nd,"(605, 233)","(731, 220)","(668, 226)","(672, 293)","(760, 289)","[[-3.05926884]
 [ 0.10153332]
 [ 0.67867296]]","[[ 967.49576729]
 [ -47.89310948]
 [1666.9458842 ]]"
194,4th,"(601, 235)","(724, 221)","(662, 228)","(662, 296)","(587, 316)","[[-2.97929075]
 [ 0.1207107 ]
 [ 0.91251522]]","[[ 934.8466297 ]
 [ -39.28680463]
 [1684.29956501]]"
195,3rd,"(600, 238)","(722, 225)","(661, 231)","(663, 301)","(674, 332)","[[-3.00636105]
 [ 0.14313086]
 [ 0.77311349]]","[[ 956.27184828]
 [ -29.07233879]
 [1699.2994734 ]]"
196,4th,"(597, 241)","(720, 227)","(658, 234)","(660, 304)","(620, 331)","[[-2.99787038]
 [ 0.13133982]
 [ 0.84918347]]","[[ 924.23280961]
 [ -20.73098992]
 [1667.54835706]]"
197,4th,"(596, 241)","(720, 227)","(658, 234)","(658, 305)","(595, 337)","[[-2.98256182]
 [ 0.13910902]
 [ 0.88237842]]","[[ 918.0224372 ]
 [ -18.94156791]
 [1670.28762884]]"
198,4th,"(595, 240)","(718, 226)","(656, 233)","(657, 303)","(581, 317)","[[-3.00075254]
 [ 0.12850048]
 [ 0.90539997]]","[[ 901.88530134]
 [ -22.00231602]
 [1646.69409264]]"
199,4th,"(596, 240)","(718, 226)","(657, 233)","(657, 303)","(536, 324)","[[-2.96849439]
 [ 0.14240175]
 [ 0.98599283]]","[[ 904.02633213]
 [ -21.52390091]
 [1659.03722997]]"
200,4th,"(596, 239)","(719, 225)","(657, 232)","(657, 303)","(570, 325)","[[-2.9843828 ]
 [ 0.13658808]
 [ 0.92402892]]","[[ 907.9792234 ]
 [ -22.85152587]
 [1660.78628271]]"
201,4th,"(596, 239)","(718, 225)","(657, 232)","(657, 303)","(581, 324)","[[-2.98921566]
 [ 0.12155117]
 [ 0.90326763]]","[[ 906.75947985]
 [ -22.13963078]
 [1655.59957092]]"
202,4th,"(597, 238)","(720, 223)","(658, 230)","(658, 303)","(619, 326)","[[-3.0051662 ]
 [ 0.12735111]
 [ 0.84071125]]","[[ 896.08617887]
 [ -22.38207224]
 [1625.5992006 ]]"
203,4th,"(594, 236)","(718, 221)","(656, 228)","(657, 302)","(586, 322)","[[-2.99635033]
 [ 0.13953052]
 [ 0.89110817]]","[[ 891.16077434]
 [ -24.90446807]
 [1626.59758857]]"
204,4th,"(594, 234)","(717, 220)","(655, 227)","(657, 303)","(585, 341)","[[-2.97381771]
 [ 0.14733261]
 [ 0.88877973]]","[[ 884.70013072]
 [ -23.26381971]
 [1613.21937255]]"
205,4th,"(592, 234)","(716, 217)","(654, 225)","(654, 302)","(457, 351)","[[-2.88881337]
 [ 0.16386679]
 [ 1.10235524]]","[[ 863.26932444]
 [ -25.93582617]
 [1614.33501597]]"
206,4th,"(590, 231)","(712, 213)","(651, 222)","(653, 295)","(543, 319)","[[-2.96816519]
 [ 0.1442235 ]
 [ 0.9420481 ]]","[[ 868.03679095]
 [ -41.90512339]
 [1611.07650668]]"
207,4th,"(589, 226)","(711, 209)","(650, 217)","(647, 288)","(476, 301)","[[-2.93655354]
 [ 0.12205243]
 [ 1.05269164]]","[[ 859.83672702]
 [ -59.44240907]
 [1635.3885675 ]]"
208,4th,"(585, 223)","(707, 207)","(646, 215)","(643, 283)","(501, 299)","[[-2.94030673]
 [ 0.12173778]
 [ 1.00502649]]","[[ 876.43771484]
 [ -73.46024516]
 [1671.07897973]]"
209,1st,"(588, 222)","(707, 204)","(647, 213)","(639, 278)","(437, 269)","[[-2.92879698]
 [ 0.11083904]
 [ 1.14638006]]","[[ 869.82322147]
 [ -85.53146596]
 [1690.54582396]]"
210,1st,"(586, 220)","(704, 202)","(645, 211)","(632, 273)","(389, 242)","[[-2.91014625]
 [ 0.06582834]
 [ 1.26392298]]","[[ 856.84597824]
 [-102.12135925]
 [1709.57835625]]"
211,1st,"(580, 216)","(699, 200)","(639, 208)","(627, 271)","(437, 265)","[[-2.92276032]
 [ 0.08518216]
 [ 1.0974297 ]]","[[ 846.05676683]
 [-106.57033151]
 [1695.80916296]]"
212,1st,"(581, 218)","(697, 201)","(639, 209)","(624, 272)","(376, 240)","[[-2.91243043]
 [ 0.07114401]
 [ 1.26077169]]","[[ 833.22121186]
 [-104.20445151]
 [1702.05247046]]"
213,1st,"(581, 220)","(697, 201)","(639, 210)","(623, 273)","(355, 229)","[[-2.90099976]
 [ 0.04868978]
 [ 1.33239325]]","[[ 832.3469299 ]
 [-106.8157922 ]
 [1715.09550613]]"
214,1st,"(581, 221)","(697, 203)","(639, 212)","(620, 275)","(351, 241)","[[-2.89831059]
 [ 0.06502668]
 [ 1.31399139]]","[[ 816.53558867]
 [ -97.7978911 ]
 [1695.62932155]]"
215,1st,"(586, 223)","(703, 205)","(644, 214)","(627, 275)","(385, 235)","[[-2.92793977]
 [ 0.06760207]
 [ 1.26747313]]","[[ 852.30453532]
 [ -99.73077258]
 [1729.21635229]]"
216,1st,"(598, 224)","(715, 209)","(656, 216)","(646, 276)","(499, 247)","[[-2.98544657]
 [ 0.09362112]
 [ 1.08324942]]","[[ 956.11524267]
 [ -95.74399498]
 [1819.48209183]]"
217,1st,"(606, 220)","(724, 208)","(665, 214)","(659, 271)","(612, 215)","[[-3.07491736]
 [ 0.08803671]
 [ 0.88914992]]","[[ 986.19197472]
 [-103.98387025]
 [1786.18399399]]"
218,2nd,"(616, 215)","(736, 204)","(676, 209)","(679, 272)","(889, 238)","[[-3.09680078]
 [ 0.09723864]
 [ 0.51055959]]","[[1004.10704931]
 [ -99.75645117]
 [1687.88806514]]"
219,2nd,"(621, 213)","(744, 205)","(682, 209)","(683, 271)","(909, 229)","[[-3.10242545]
 [ 0.09272782]
 [ 0.50684416]]","[[1009.30656153]
 [-102.61279602]
 [1671.46069338]]"
220,2nd,"(618, 215)","(739, 206)","(678, 210)","(680, 270)","(881, 220)","[[-3.11362991]
 [ 0.07078059]
 [ 0.51425073]]","[[1034.40863015]
 [-107.40127601]
 [1730.32641556]]"
221,1st,"(584, 213)","(701, 195)","(642, 204)","(631, 264)","(398, 209)","[[-2.95831866]
 [ 0.05949552]
 [ 1.22779211]]","[[ 844.10061031]
 [-120.40522165]
 [1693.91248059]]"
222,1st,"(553, 217)","(672, 192)","(612, 204)","(597, 269)","(282, 239)","[[-2.87656365]
 [ 0.11286353]
 [ 1.35862353]]","[[ 724.2743169 ]
 [-109.05193053]
 [1638.30069965]]"
223,1st,"(565, 214)","(680, 192)","(622, 203)","(603, 269)","(296, 238)","[[-2.86672048]
 [ 0.08436015]
 [ 1.36283261]]","[[ 749.53333419]
 [-114.40984764]
 [1658.38935079]]"
224,1st,"(557, 216)","(677, 191)","(617, 203)","(600, 265)","(301, 209)","[[-2.91472496]
 [ 0.07925728]
 [ 1.34855174]]","[[ 744.88580797]
 [-123.29869634]
 [1657.19149446]]"
225,1st,"(554, 216)","(674, 192)","(614, 204)","(598, 269)","(326, 240)","[[-2.89607942]
 [ 0.09624059]
 [ 1.27121689]]","[[ 757.96082872]
 [-119.91382554]
 [1689.64496603]]"
226,1st,"(555, 218)","(675, 193)","(615, 205)","(601, 268)","(341, 237)","[[-2.91413602]
 [ 0.11444966]
 [ 1.25149604]]","[[ 772.59605188]
 [-121.04205035]
 [1704.15753044]]"
227,1st,"(559, 224)","(667, 191)","(613, 207)","(599, 269)","(311, 218)","[[-2.92865129]
 [ 0.18281267]
 [ 1.36706229]]","[[ 765.79185925]
 [-122.07113327]
 [1711.2815465 ]]"
228,4th,"(521, 239)","(627, 195)","(574, 217)","(566, 288)","(282, 331)","[[-2.8323341 ]
 [ 0.35338691]
 [ 1.26168818]]","[[ 680.93356587]
 [ -79.37432217]
 [1714.74313457]]"
229,1st,"(519, 237)","(627, 195)","(573, 216)","(565, 279)","(279, 278)","[[-2.91610984]
 [ 0.35642524]
 [ 1.26438055]]","[[ 672.3884509 ]
 [ -92.17112279]
 [1699.90311315]]"
230,1st,"(516, 236)","(628, 195)","(572, 215)","(565, 278)","(298, 263)","[[-2.95722983]
 [ 0.35261987]
 [ 1.19800372]]","[[ 672.70013093]
 [ -95.53778085]
 [1693.63056143]]"
231,1st,"(520, 236)","(634, 193)","(577, 214)","(574, 279)","(320, 254)","[[-2.97101779]
 [ 0.33802393]
 [ 1.18493911]]","[[ 700.02978468]
 [ -99.87408237]
 [1714.92814863]]"
232,1st,"(530, 232)","(639, 193)","(584, 212)","(576, 274)","(277, 219)","[[-2.98289828]
 [ 0.31002304]
 [ 1.3176892 ]]","[[ 685.74655707]
 [-104.59689752]
 [1676.84380126]]"
233,1st,"(533, 231)","(643, 193)","(588, 212)","(579, 278)","(282, 248)","[[-2.93942709]
 [ 0.29534985]
 [ 1.30936866]]","[[ 695.24135943]
 [ -95.69243156]
 [1681.31915453]]"
234,1st,"(530, 230)","(646, 193)","(588, 211)","(583, 274)","(318, 239)","[[-2.97031993]
 [ 0.28172948]
 [ 1.22502489]]","[[ 714.43530477]
 [-103.48832746]
 [1688.65626354]]"
235,1st,"(537, 228)","(648, 194)","(592, 211)","(585, 276)","(309, 239)","[[-2.95674446]
 [ 0.25179659]
 [ 1.25694044]]","[[ 715.36738853]
 [-102.39571862]
 [1687.30175992]]"
236,1st,"(539, 228)","(649, 193)","(594, 210)","(585, 274)","(292, 221)","[[-2.97020644]
 [ 0.26043798]
 [ 1.32218403]]","[[ 712.51230535]
 [-103.37423151]
 [1681.626698  ]]"
237,1st,"(538, 229)","(649, 194)","(593, 211)","(586, 275)","(321, 244)","[[-2.96220306]
 [ 0.2704135 ]
 [ 1.22501526]]","[[ 721.18854679]
 [-101.9544201 ]
 [1686.71346372]]"
238,1st,"(532, 229)","(649, 194)","(590, 211)","(587, 277)","(364, 273)","[[-2.95208359]
 [ 0.27764491]
 [ 1.11009197]]","[[ 734.19814699]
 [ -97.87774927]
 [1701.28093085]]"
239,1st,"(536, 230)","(649, 195)","(592, 212)","(586, 276)","(333, 248)","[[-2.96254077]
 [ 0.2663442 ]
 [ 1.20091786]]","[[ 729.7650669 ]
 [-101.50585055]
 [1706.52917104]]"
240,1st,"(536, 228)","(649, 195)","(592, 211)","(585, 276)","(330, 250)","[[-2.95882915]
 [ 0.2617136 ]
 [ 1.19761908]]","[[ 722.89805753]
 [-100.79091515]
 [1695.13240969]]"
241,1st,"(537, 230)","(649, 195)","(593, 212)","(584, 276)","(300, 224)","[[-2.98356207]
 [ 0.26550308]
 [ 1.26799079]]","[[ 703.68519747]
 [ -98.70998916]
 [1663.42563115]]"
242,1st,"(536, 230)","(648, 194)","(592, 212)","(583, 275)","(298, 229)","[[-2.96660699]
 [ 0.25302468]
 [ 1.28519298]]","[[ 709.21174353]
 [-102.61676211]
 [1683.34927963]]"
243,1st,"(535, 230)","(647, 195)","(591, 212)","(584, 275)","(334, 238)","[[-2.98222492]
 [ 0.26722158]
 [ 1.18637555]]","[[ 722.53393938]
 [-102.754917  ]
 [1700.43316327]]"
244,1st,"(536, 229)","(648, 195)","(592, 212)","(583, 275)","(302, 228)","[[-2.97045164]
 [ 0.25678036]
 [ 1.28243016]]","[[ 713.75177998]
 [-103.62405403]
 [1694.95262502]]"
245,1st,"(535, 230)","(648, 194)","(591, 212)","(583, 274)","(315, 231)","[[-2.97063105]
 [ 0.25067235]
 [ 1.24980537]]","[[ 721.3086992 ]
 [-106.33969933]
 [1704.57474167]]"
246,1st,"(536, 230)","(648, 195)","(592, 212)","(583, 275)","(309, 239)","[[-2.96042486]
 [ 0.26377256]
 [ 1.25529332]]","[[ 714.22488629]
 [-101.94020937]
 [1688.31788408]]"
247,1st,"(536, 229)","(648, 195)","(592, 212)","(583, 274)","(294, 228)","[[-2.96277864]
 [ 0.24598551]
 [ 1.29535825]]","[[ 706.3398152 ]
 [-102.4554066 ]
 [1675.16704342]]"
248,1st,"(531, 229)","(649, 194)","(590, 211)","(585, 274)","(352, 243)","[[-2.98642049]
 [ 0.27699546]
 [ 1.13968694]]","[[ 727.82267036]
 [-103.80351616]
 [1695.65508348]]"
249,1st,"(538, 227)","(650, 194)","(594, 210)","(584, 274)","(307, 225)","[[-2.97268492]
 [ 0.24814051]
 [ 1.27372501]]","[[ 718.45383609]
 [-107.47925184]
 [1694.14043343]]"
250,1st,"(537, 227)","(650, 194)","(593, 210)","(586, 274)","(331, 239)","[[-2.96931979]
 [ 0.24954046]
 [ 1.20905998]]","[[ 728.5215143 ]
 [-105.90735585]
 [1703.54949754]]"
251,1st,"(538, 227)","(651, 194)","(594, 210)","(587, 275)","(333, 241)","[[-2.96869978]
 [ 0.25034581]
 [ 1.20341554]]","[[ 730.52493475]
 [-104.70520188]
 [1702.12118558]]"
252,1st,"(539, 226)","(652, 194)","(595, 210)","(587, 273)","(310, 228)","[[-2.96373097]
 [ 0.23225022]
 [ 1.27369783]]","[[ 723.45687716]
 [-106.79797559]
 [1690.26788039]]"
253,1st,"(541, 227)","(653, 193)","(597, 210)","(589, 274)","(317, 231)","[[-2.96276641]
 [ 0.23302115]
 [ 1.26179801]]","[[ 730.03590466]
 [-107.17008993]
 [1699.93561479]]"
254,1st,"(541, 225)","(654, 193)","(597, 209)","(591, 275)","(346, 239)","[[-2.96308244]
 [ 0.21538564]
 [ 1.20060844]]","[[ 752.37954007]
 [-111.23963619]
 [1735.04272534]]"
255,1st,"(541, 226)","(654, 193)","(597, 209)","(589, 274)","(317, 235)","[[-2.94526538]
 [ 0.21652372]
 [ 1.28206404]]","[[ 741.01368394]
 [-110.9766368 ]
 [1719.42122201]]"
256,1st,"(542, 226)","(655, 194)","(598, 210)","(592, 274)","(341, 242)","[[-2.95772185]
 [ 0.22293   ]
 [ 1.20963815]]","[[ 748.32575449]
 [-108.70394544]
 [1717.41105764]]"
257,1st,"(543, 226)","(656, 194)","(599, 210)","(592, 273)","(333, 233)","[[-2.96622402]
 [ 0.22658693]
 [ 1.23448162]]","[[ 744.54135789]
 [-108.350956  ]
 [1705.60835278]]"
258,1st,"(541, 225)","(655, 193)","(598, 209)","(592, 274)","(349, 242)","[[-2.96045762]
 [ 0.20884858]
 [ 1.18698036]]","[[ 750.52693292]
 [-109.59839512]
 [1718.81689793]]"
259,1st,"(542, 225)","(655, 193)","(598, 209)","(592, 275)","(335, 244)","[[-2.95160597]
 [ 0.22690591]
 [ 1.22607184]]","[[ 745.4203567 ]
 [-105.92597693]
 [1709.97947293]]"
260,1st,"(542, 226)","(655, 193)","(598, 209)","(592, 275)","(336, 252)","[[-2.94195289]
 [ 0.23206889]
 [ 1.21298275]]","[[ 741.84698061]
 [-105.69228467]
 [1703.36014399]]"
261,1st,"(542, 225)","(655, 193)","(598, 209)","(591, 273)","(335, 234)","[[-2.96685119]
 [ 0.21542425]
 [ 1.21496194]]","[[ 739.14737694]
 [-108.36236076]
 [1700.75492131]]"
262,1st,"(541, 227)","(654, 194)","(597, 210)","(591, 274)","(335, 226)","[[-2.98092114]
 [ 0.21938986]
 [ 1.22266073]]","[[ 740.64949411]
 [-107.1853106 ]
 [1704.65523652]]"
263,1st,"(542, 227)","(654, 194)","(598, 210)","(591, 274)","(331, 232)","[[-2.96917604]
 [ 0.2166156 ]
 [ 1.22451502]]","[[ 736.46902571]
 [-106.98873343]
 [1700.34312978]]"
264,1st,"(541, 227)","(654, 194)","(597, 210)","(592, 274)","(365, 244)","[[-2.97394825]
 [ 0.2323309 ]
 [ 1.15093329]]","[[ 757.03349093]
 [-107.81497818]
 [1730.80039262]]"
265,1st,"(541, 227)","(654, 194)","(597, 210)","(591, 274)","(351, 233)","[[-2.98302971]
 [ 0.22810708]
 [ 1.17819165]]","[[ 745.70831271]
 [-107.60063874]
 [1713.92262594]]"
266,1st,"(541, 227)","(654, 195)","(597, 211)","(590, 275)","(354, 247)","[[-2.96734122]
 [ 0.24236854]
 [ 1.16590512]]","[[ 747.36889875]
 [-106.57241146]
 [1719.33017125]]"
267,1st,"(536, 227)","(653, 194)","(594, 210)","(590, 273)","(358, 246)","[[-2.96867811]
 [ 0.23169339]
 [ 1.14692007]]","[[ 744.14694133]
 [-108.38649172]
 [1711.08811424]]"
268,1st,"(540, 225)","(653, 194)","(596, 209)","(590, 273)","(330, 246)","[[-2.95144269]
 [ 0.23318334]
 [ 1.21735014]]","[[ 733.74125159]
 [-105.44020381]
 [1696.53261724]]"
269,1st,"(541, 226)","(654, 194)","(597, 210)","(591, 274)","(340, 231)","[[-2.97858555]
 [ 0.23362798]
 [ 1.21101201]]","[[ 743.59177783]
 [-108.57085349]
 [1715.49809392]]"
270,1st,"(542, 225)","(655, 194)","(598, 209)","(591, 273)","(341, 225)","[[-2.98184846]
 [ 0.21677411]
 [ 1.21119432]]","[[ 744.84407785]
 [-111.59781745]
 [1715.8182947 ]]"
271,1st,"(542, 225)","(655, 193)","(598, 209)","(591, 275)","(334, 241)","[[-2.95849003]
 [ 0.21601996]
 [ 1.21520165]]","[[ 739.0126635 ]
 [-105.47427632]
 [1706.87327981]]"
272,1st,"(542, 225)","(655, 193)","(598, 209)","(593, 274)","(371, 252)","[[-2.9667727 ]
 [ 0.23200937]
 [ 1.12629749]]","[[ 753.64755574]
 [-107.4294294 ]
 [1719.37997346]]"
273,1st,"(542, 225)","(655, 193)","(598, 209)","(592, 275)","(340, 240)","[[-2.96617182]
 [ 0.22519737]
 [ 1.19597898]]","[[ 737.9611251 ]
 [-105.06083739]
 [1696.3505738 ]]"
274,1st,"(543, 225)","(656, 193)","(599, 209)","(592, 273)","(346, 231)","[[-2.97275819]
 [ 0.21109499]
 [ 1.20742206]]","[[ 753.61801368]
 [-112.61412546]
 [1727.86507426]]"
275,1st,"(545, 225)","(658, 194)","(601, 209)","(593, 274)","(374, 253)","[[-2.9610951 ]
 [ 0.22437804]
 [ 1.13393826]]","[[ 765.97545119]
 [-110.42444343]
 [1741.15663401]]"
276,1st,"(546, 226)","(659, 195)","(602, 210)","(595, 274)","(339, 234)","[[-2.96479901]
 [ 0.20399722]
 [ 1.22738959]]","[[ 750.65020304]
 [-105.8468229 ]
 [1711.21961158]]"
277,1st,"(546, 227)","(660, 196)","(603, 211)","(597, 275)","(372, 242)","[[-2.98098861]
 [ 0.22526458]
 [ 1.14946461]]","[[ 765.2831036 ]
 [-102.91788934]
 [1718.2338689 ]]"
278,1st,"(546, 227)","(660, 197)","(603, 212)","(597, 275)","(353, 236)","[[-2.97908941]
 [ 0.22226819]
 [ 1.19302965]]","[[ 755.19114775]
 [-100.23813499]
 [1702.1356176 ]]"
279,1st,"(546, 226)","(659, 197)","(602, 211)","(597, 275)","(379, 259)","[[-2.95929821]
 [ 0.23296434]
 [ 1.12977666]]","[[ 769.6016143 ]
 [-102.59156426]
 [1724.82927559]]"
280,1st,"(547, 227)","(661, 198)","(604, 212)","(595, 274)","(338, 238)","[[-2.96377708]
 [ 0.22924895]
 [ 1.24228564]]","[[ 756.05458101]
 [-101.84143868]
 [1713.45918439]]"
281,4th,"(539, 229)","(659, 199)","(599, 214)","(596, 276)","(412, 277)","[[-2.96468842]
 [ 0.24881593]
 [ 1.03615668]]","[[ 766.58982979]
 [ -94.65601871]
 [1705.83774771]]"
282,1st,"(544, 230)","(658, 199)","(601, 214)","(595, 276)","(368, 252)","[[-2.97178686]
 [ 0.24445636]
 [ 1.15397086]]","[[ 762.19817092]
 [ -97.89045146]
 [1718.04405257]]"
